stock,strike,maturity,spot,vol,div_yield,price,delta,gamma,theta,vega,moneyness
MCD,330.0,0.1,250.0,0.15,0.025,4.982521538176963e-09,2.606420435491589e-09,1.3192464048978974e-09,-2.5321574040238516e-09,1.2367935045917786e-08,1.32
MCD,330.0,0.2,250.0,0.15,0.025,6.859528147401366e-05,1.8844584387506632e-05,4.876953189895672e-06,-9.326520754880905e-06,9.144287231054385e-05,1.32
MCD,330.0,0.30000000000000004,250.0,0.15,0.025,0.0020496886142566534,0.0003918654467017602,6.899218339126934e-05,-0.00013145014620910664,0.0019404051578794507,1.32
MCD,330.0,0.4,250.0,0.15,0.025,0.01239231180075906,0.001846404711276008,0.0002483803696452227,-0.00047147012405941653,0.009314263861695853,1.32
MCD,330.0,0.5,250.0,0.15,0.025,0.03861422211492038,0.0047657616544816315,0.0005217770070481346,-0.0009866985522474499,0.024458297205381316,1.32
MCD,330.0,0.6,250.0,0.15,0.025,0.08541002878742665,0.009069626318753075,0.0008408817991422705,-0.0015841089905416958,0.047299601201752715,1.32
MCD,330.0,0.7000000000000001,250.0,0.15,0.025,0.1543567681335154,0.014471315013989959,0.0011674957744455918,-0.002191011471991504,0.07661691019799197,1.32
MCD,330.0,0.8,250.0,0.15,0.025,0.2449442229603438,0.020655659401730923,0.0014790191765782549,-0.002764977807726616,0.1109264382433691,1.32
MCD,330.0,0.9,250.0,0.15,0.025,0.3555471672275434,0.027349853479453436,0.0017643814059838002,-0.0032857052490095667,0.14886968112988314,1.32
MCD,330.0,1.0,250.0,0.15,0.025,0.4840649239318626,0.03433975481841752,0.0020195052325757807,-0.0037461880127484565,0.18932861555397945,1.32
MCD,340.0,0.1,250.0,0.15,0.025,8.563264149103236e-11,4.914817408118632e-11,2.7424884364047958e-11,-5.265746287134224e-11,2.571082909129496e-10,1.36
MCD,340.0,0.2,250.0,0.15,0.025,8.299318263693635e-06,2.4840991582773853e-06,7.060878221095284e-07,-1.3512243550894287e-06,1.3239146664553657e-05,1.36
MCD,340.0,0.30000000000000004,250.0,0.15,0.025,0.0004776805735581986,9.895998937876655e-05,1.9075405237042378e-05,-3.638120742219397e-05,0.0005364957722918171,1.36
MCD,340.0,0.4,250.0,0.15,0.025,0.004019804769958585,0.0006461356423263414,9.490148919053025e-05,-0.00018038231216105336,0.0035588058446448844,1.36
MCD,340.0,0.5,250.0,0.15,0.025,0.015302449504317195,0.0020298740067437615,0.00024206378537752125,-0.00045851426738370847,0.011346739939571311,1.36
MCD,340.0,0.6,250.0,0.15,0.025,0.03872980076664345,0.004406132286917826,0.00044398938330309835,-0.0008380760924959201,0.02497440281079928,1.36
MCD,340.0,0.7000000000000001,250.0,0.15,0.025,0.07713664879265303,0.007726113829108418,0.000676130658350095,-0.001271791764082663,0.04437107445422499,1.36
MCD,340.0,0.8,250.0,0.15,0.025,0.13174968297170953,0.01184041361648054,0.0009180204916181732,-0.001720678486271214,0.06885153687136299,1.36
MCD,340.0,0.9,250.0,0.15,0.025,0.2026089581817554,0.016573105744431296,0.0011558053184066496,-0.0021586494607137023,0.09752107374056106,1.36
MCD,340.0,1.0,250.0,0.15,0.025,0.2890093123742288,0.02175853751031403,0.0013812367204509707,-0.002570421125840306,0.1294909425422785,1.36
MCD,350.0,0.1,250.0,0.15,0.025,1.1457132406149665e-12,7.175174598931404e-13,4.36634715338753e-13,-8.385999263914575e-13,4.0934504563008096e-12,1.4
MCD,350.0,0.2,250.0,0.15,0.025,8.94740947330938e-07,2.893959821406891e-07,8.945280010632708e-08,-1.7127906925517465e-07,1.6772400019936327e-06,1.4
MCD,350.0,0.30000000000000004,250.0,0.15,0.025,0.00010351956662027918,2.307312636864894e-05,4.824617765790069e-06,-9.209308403501165e-06,0.00013569237466284573,1.4
MCD,350.0,0.4,250.0,0.15,0.025,0.0012380739782746897,0.00021332339467096932,3.391478955058925e-05,-6.453402925987359e-05,0.0012718046081470972,1.4
MCD,350.0,0.5,250.0,0.15,0.025,0.005828737218973035,0.0008262282995482046,0.00010644422289425436,-0.00020190201124303532,0.004989572948168174,1.4
MCD,350.0,0.6,250.0,0.15,0.025,0.01701553058197164,0.002062991916739451,0.00022418969425725592,-0.0004238748719645735,0.012610670301970647,1.4
MCD,350.0,0.7000000000000001,250.0,0.15,0.025,0.03755627530552086,0.003999309816414619,0.0003768487729382308,-0.0007101959745083969,0.0247307007240714,1.4
MCD,350.0,0.8,250.0,0.15,0.025,0.06932653028476743,0.006609892860322283,0.0005510092820968087,-0.001035012341899234,0.04132569615726065,1.4
MCD,350.0,0.9,250.0,0.15,0.025,0.113304236145225,0.009813805893746688,0.0007348731637609,-0.0013758201402172465,0.06200492319232593,1.4
MCD,350.0,1.0,250.0,0.15,0.025,0.1697512561902106,0.013508992953431019,0.0009196291802113288,-0.0017159808247136923,0.08621523564481208,1.4
TSLA,150.0,0.1,200.0,0.45,0.0,50.48922669945898,0.9824338128002964,0.0015233847472273247,-0.024903175187623756,0.027420925450091845,0.75
TSLA,150.0,0.2,200.0,0.45,0.0,51.737733915999826,0.9394295935873976,0.0029816340543704807,-0.04054405922254806,0.10733882595733732,0.75
TSLA,150.0,0.30000000000000004,200.0,0.45,0.0,53.31460907565861,0.9057056695937502,0.003409920797178821,-0.04484030061763303,0.1841357230476564,0.75
TSLA,150.0,0.4,200.0,0.45,0.0,54.96693869999751,0.8812430055416645,0.0034886264254003047,-0.04535498704393957,0.25118110262882193,0.75
TSLA,150.0,0.5,200.0,0.45,0.0,56.61021191546388,0.8631591973104968,0.0034434722463400603,-0.04456574013317796,0.30991250217060545,0.75
TSLA,150.0,0.6,200.0,0.45,0.0,58.21488969847479,0.8494401277780845,0.003352832701488297,-0.04332174015937109,0.36210593176073613,0.75
TSLA,150.0,0.7000000000000001,200.0,0.45,0.0,59.771170225428676,0.8387993388910415,0.003247074775308548,-0.041946374770014276,0.409131421688877,0.75
TSLA,150.0,0.8,200.0,0.45,0.0,61.27700029678799,0.8304007966266298,0.003138828181901746,-0.04057073237608995,0.4519912581938514,0.75
TSLA,150.0,0.9,200.0,0.45,0.0,62.73349411822571,0.8236829039781655,0.00303347760294501,-0.039248345275275175,0.4914233716770915,0.75
TSLA,150.0,1.0,200.0,0.45,0.0,64.14302765648621,0.8182557635708974,0.0029332316127892413,-0.03799931652863094,0.5279816903020634,0.75
TSLA,160.0,0.1,200.0,0.45,0.0,40.934919489688184,0.9508649718637714,0.003573698567732339,-0.04783079643007478,0.0643265742191821,0.8
TSLA,160.0,0.2,200.0,0.45,0.0,42.95968400021303,0.8905219079446135,0.004655858930406292,-0.05906608936964294,0.16761092149462647,0.8
TSLA,160.0,0.30000000000000004,200.0,0.45,0.0,45.11728162708549,0.8538111105212653,0.004649099245322138,-0.05847055000848771,0.2510513592473955,0.8
TSLA,160.0,0.4,200.0,0.45,0.0,47.20522259552587,0.830074107904784,0.004444455047904748,-0.055825301160884515,0.32000076344914186,0.8
TSLA,160.0,0.5,200.0,0.45,0.0,49.190255527349876,0.8137495323379784,0.0042119611302784,-0.05295790574365051,0.379076501725056,0.8
TSLA,160.0,0.6,200.0,0.45,0.0,51.07353715011213,0.8020265420097337,0.0039913100154734095,-0.05027792051425754,0.4310614816711283,0.8
TSLA,160.0,0.7000000000000001,200.0,0.45,0.0,52.86381682788074,0.7933547672860835,0.003791216535553379,-0.04786457452487097,0.4776932834797257,0.8
TSLA,160.0,0.8,200.0,0.45,0.0,54.570807971615,0.7868104562826641,0.0036119429708719006,-0.04571012245953303,0.5201197878055538,0.8
TSLA,160.0,0.9,200.0,0.45,0.0,56.203449433820154,0.7818083691017448,0.003451469620801214,-0.04378525055335751,0.5591380785697966,0.8
TSLA,160.0,1.0,200.0,0.45,0.0,57.76953712648671,0.7779591944719757,0.003307360659033954,-0.04205823754642653,0.5953249186261117,0.8
TSLA,170.0,0.1,200.0,0.45,0.0,31.944909628148963,0.8901398942185298,0.006600865682213591,-0.08124703396514023,0.11881558227984465,0.85
TSLA,170.0,0.2,200.0,0.45,0.0,34.90631700165255,0.8233123657379946,0.006443528161227811,-0.07860660870107278,0.2319670138042012,0.85
TSLA,170.0,0.30000000000000004,200.0,0.45,0.0,37.64319111538275,0.7901532974229557,0.005843948526424873,-0.07144038602576687,0.31557322042694325,0.85
TSLA,170.0,0.4,200.0,0.45,0.0,40.1352842651971,0.7707881479181449,0.005324304758805253,-0.06532570186172579,0.38334994263397826,0.85
TSLA,170.0,0.5,200.0,0.45,0.0,42.426276293302905,0.7584338927329362,0.004902220444969815,-0.060381377663543664,0.44119984004728335,0.85
TSLA,170.0,0.6,200.0,0.45,0.0,44.55411045048896,0.7501486213796562,0.004556870360815175,-0.056342019829617264,0.4921419989680389,0.85
TSLA,170.0,0.7000000000000001,200.0,0.45,0.0,46.54745537671471,0.7444397633265472,0.0042693358718674775,-0.05297978144338405,0.5379363198553022,0.85
TSLA,170.0,0.8,200.0,0.45,0.0,48.42785324035222,0.7404651061664196,0.004025738007524185,-0.05013025285022352,0.5797062730834827,0.85
TSLA,170.0,0.9,200.0,0.45,0.0,50.211770474953056,0.7377116062295622,0.0038161591851066106,-0.047676864972879346,0.6182177879872709,0.85
TSLA,170.0,1.0,200.0,0.45,0.0,51.91205623559385,0.7358481726455974,0.0036334419534853847,-0.04553586706160636,0.6540195516273692,0.85
TSLA,180.0,0.1,200.0,0.45,0.0,23.86532858729234,0.7954856309220275,0.009969082961800182,-0.11802581355406301,0.17944349331240328,0.9
TSLA,180.0,0.2,200.0,0.45,0.0,27.739570647108124,0.7402251969408775,0.008055317079757485,-0.09597299602147717,0.28999141487126945,0.9
TSLA,180.0,0.30000000000000004,200.0,0.45,0.0,30.97421655479245,0.7173712317692107,0.0068596215507157,-0.08227799418186187,0.37041956373864793,0.9
TSLA,180.0,0.4,200.0,0.45,0.0,33.79961025556467,0.7056120452804207,0.006055836101881253,-0.073075595037341,0.4360201993354502,0.9
TSLA,180.0,0.5,200.0,0.45,0.0,36.338845896105795,0.699040244829781,0.005471350070027837,-0.06637904615071162,0.49242150630250525,0.9
TSLA,180.0,0.6,200.0,0.45,0.0,38.66391010659355,0.6953164477333675,0.005022215133750405,-0.06122728460408422,0.5423992344450439,0.9
TSLA,180.0,0.7000000000000001,200.0,0.45,0.0,40.82085865130648,0.6933180717120547,0.004663152906492147,-0.057103080507165165,0.5875572662180104,0.9
TSLA,180.0,0.8,200.0,0.45,0.0,42.84119173306449,0.6924365641289936,0.004367499490998167,-0.053702179069581545,0.6289199267037361,0.9
TSLA,180.0,0.9,200.0,0.45,0.0,44.747560705894855,0.6923128374685108,0.004118446318398792,-0.05083289787745549,0.6671883035806043,0.9
TSLA,180.0,1.0,200.0,0.45,0.0,46.55689596910372,0.6927213468218998,0.003904818132633008,-0.048367838096080015,0.7028672638739414,0.9
TSLA,190.0,0.1,200.0,0.45,0.0,17.004426818277466,0.6720779711400766,0.012692280085764233,-0.14726563752202712,0.2284610415437562,0.95
TSLA,190.0,0.2,200.0,0.45,0.0,21.56110286986015,0.6463101869717288,0.009237505137609276,-0.10839976574741722,0.33255018495393396,0.95
TSLA,190.0,0.30000000000000004,200.0,0.45,0.0,25.14849110428287,0.6389629458135508,0.007596870923220812,-0.08991838137044611,0.4102310298539239,0.95
TSLA,190.0,0.4,200.0,0.45,0.0,28.20922354066576,0.6370699883720327,0.0065908279284906885,-0.0785669824467455,0.4745396108513296,0.95
TSLA,190.0,0.5,200.0,0.45,0.0,30.925262268857693,0.6374778449292717,0.00589276504147159,-0.07067699877342432,0.5303488537324432,0.95
TSLA,190.0,0.6,200.0,0.45,0.0,33.39255490257379,0.6390291280289564,0.005371461191637966,-0.06477447463067976,0.5801178086969003,0.95
TSLA,190.0,0.7000000000000001,200.0,0.45,0.0,35.66907645907561,0.6412012914207844,0.004962657369783954,-0.060137495846922295,0.6252948285927782,0.95
TSLA,190.0,0.8,200.0,0.45,0.0,37.7930533214078,0.6437265366748883,0.004630689140093118,-0.05636530437711926,0.666819236173409,0.95
TSLA,190.0,0.9,200.0,0.45,0.0,39.79127902414662,0.646455417251441,0.00435396284912885,-0.0532151934999854,0.7053419815588736,0.95
TSLA,190.0,1.0,200.0,0.45,0.0,41.68340435280851,0.649299349080667,0.0041185368557707025,-0.05053042075380232,0.7413366340387264,0.95
TSLA,200.0,0.1,200.0,0.45,0.0,11.534107968369653,0.5339511160463349,0.013966611753362857,-0.16019150659160963,0.2513990115605314,1.0
TSLA,200.0,0.2,200.0,0.45,0.0,16.400416092175234,0.547956150772917,0.009840101251522081,-0.11429103109565095,0.35424364505479494,1.0
TSLA,200.0,0.30000000000000004,200.0,0.45,0.0,20.161502123560766,0.5586631958159686,0.008005296869850523,-0.09384349332517067,0.43228603097192847,1.0
TSLA,200.0,0.4,200.0,0.45,0.0,23.347272044919194,0.5676567865398163,0.0069076699393032905,-0.08158834235462797,0.497352235629837,1.0
TSLA,200.0,0.5,200.0,0.45,0.0,26.163383406095946,0.5755515119469305,0.006156020761699329,-0.07318033551930983,0.5540418685529397,1.0
TSLA,200.0,0.6,200.0,0.45,0.0,28.715510170512232,0.5826629836666137,0.005599289948199693,-0.06694100279853417,0.6047233144055668,1.0
TSLA,200.0,0.7000000000000001,200.0,0.45,0.0,31.066545849017942,0.5891789330429019,0.005165151526899355,-0.062066434244201746,0.6508090923893186,1.0
TSLA,200.0,0.8,200.0,0.45,0.0,33.257546355655464,0.5952218362616787,0.004814050009471611,-0.05811681905833872,0.693223201363912,1.0
TSLA,200.0,0.9,200.0,0.45,0.0,35.31708325444366,0.6008768763571081,0.004522284083366238,-0.05482853802184334,0.7326100215053303,1.0
TSLA,200.0,1.0,200.0,0.45,0.0,37.265998965921895,0.6062061557021221,0.004274670062835409,-0.052032653145132765,0.7694406113103738,1.0
TSLA,210.0,0.1,200.0,0.45,0.0,7.447181148045047,0.39833600645417044,0.013559754577411659,-0.15441481216814518,0.24407558239340987,1.05
TSLA,210.0,0.2,200.0,0.45,0.0,12.219379369499038,0.45147285006778937,0.009838381551651947,-0.11344369615636046,0.3541817358594701,1.05
TSLA,210.0,0.30000000000000004,200.0,0.45,0.0,15.972859740821079,0.47991343048226826,0.008082691035854473,-0.09406875403376237,0.4364653159361417,1.05
TSLA,210.0,0.4,200.0,0.45,0.0,19.174794093467796,0.4995932652634527,0.007008697807468446,-0.08219206383405933,0.5046262421377281,1.05
TSLA,210.0,0.5,200.0,0.45,0.0,22.01627008267384,0.5148345599295968,0.006264438722295988,-0.07394517715990044,0.5637994850066389,1.05
TSLA,210.0,0.6,200.0,0.45,0.0,24.597825464656864,0.527400839817699,0.0057090774545414235,-0.06777920696128883,0.6165803650904738,1.05
TSLA,210.0,0.7000000000000001,200.0,0.45,0.0,26.980132080601905,0.5381776127225364,0.005273802017332235,-0.06293700268348948,0.6644990541838616,1.05
TSLA,210.0,0.8,200.0,0.45,0.0,29.20316165655497,0.5476706139148388,0.004920476771154132,-0.05899876752247259,0.708548655046195,1.05
TSLA,210.0,0.9,200.0,0.45,0.0,31.294914982634083,0.5561953755701475,0.004626035549340764,-0.05571048541769317,0.7494177589932037,1.05
TSLA,210.0,1.0,200.0,0.45,0.0,33.275919607683505,0.5639619072216296,0.004375597387344129,-0.052908215494456366,0.7876075297219433,1.05
TSLA,220.0,0.1,200.0,0.45,0.0,4.582945119777314,0.27941983542563364,0.01181583996514634,-0.1339182802689032,0.21268511937263412,1.1
TSLA,220.0,0.2,200.0,0.45,0.0,8.928129286300496,0.3620064094765619,0.009312763872945476,-0.10681138832221759,0.33525949942603717,1.1
TSLA,220.0,0.30000000000000004,200.0,0.45,0.0,12.516035822503198,0.4055093472133311,0.007864871437435113,-0.09102587943565883,0.4247030576214963,1.1
TSLA,220.0,0.4,200.0,0.45,0.0,15.63726285101501,0.4346789252181009,0.006914540817501615,-0.08062975549242095,0.49784693886011633,1.1
TSLA,220.0,0.5,200.0,0.45,0.0,18.43688022382173,0.4565992607798177,0.006231640497109736,-0.07313918753955416,0.5608476447398764,1.1
TSLA,220.0,0.6,200.0,0.45,0.0,20.99765834197963,0.4741975253943337,0.005710607410811915,-0.06741040259870139,0.616745600367687,1.1
TSLA,220.0,0.7000000000000001,200.0,0.45,0.0,23.371861852427188,0.48894413143612614,0.005296045686502687,-0.06284198443570368,0.6673017564993385,1.1
TSLA,220.0,0.8,200.0,0.45,0.0,25.594945028388807,0.5016749111701216,0.0049558566452613416,-0.059084986732660674,0.7136433569176333,1.1
TSLA,220.0,0.9,200.0,0.45,0.0,27.692258995075676,0.5129076072327413,0.004670021807406427,-0.05592157142198762,0.7565435327998411,1.1
TSLA,220.0,1.0,200.0,0.45,0.0,29.68267412373629,0.5229839173803917,0.004425333564789595,-0.05320789897108138,0.7965600416621272,1.1
TSLA,230.0,0.1,200.0,0.45,0.0,2.6941471831891164,0.1848751994519513,0.009375013766138392,-0.10590253043014934,0.16875024779049105,1.15
TSLA,230.0,0.2,200.0,0.45,0.0,6.405609086322237,0.2829894981908113,0.008406435366347834,-0.09602714806779598,0.3026316731885221,1.15
TSLA,230.0,0.30000000000000004,200.0,0.45,0.0,9.70867284499441,0.33743928609571994,0.0074113997561681055,-0.0854020621916817,0.4002155868330778,1.15
TSLA,230.0,0.4,200.0,0.45,0.0,12.670870639429467,0.37423335720098877,0.006657476127883496,-0.07727751872313295,0.4793382812076117,1.15
TSLA,230.0,0.5,200.0,0.45,0.0,15.372318231009771,0.4017951031409769,0.00607786796704731,-0.07100027209448032,0.5470081170342579,1.15
TSLA,230.0,0.6,200.0,0.45,0.0,17.869337590377157,0.4237735864432199,0.005617799561903876,-0.06599944060185216,0.6067223526856187,1.15
TSLA,230.0,0.7000000000000001,200.0,0.45,0.0,20.20122876351195,0.44204626599267977,0.005242079000582641,-0.06190296011249364,0.6605019540734127,1.15
TSLA,230.0,0.8,200.0,0.45,0.0,22.39628648631603,0.45769481712993154,0.004928009106818314,-0.058469288825774186,0.7096333113818372,1.15
TSLA,230.0,0.9,200.0,0.45,0.0,24.475563718396828,0.47139453171378604,0.004660451062460494,-0.0555366949464444,0.7549930721185999,1.15
TSLA,230.0,1.0,200.0,0.45,0.0,26.455185594885407,0.48359307992861184,0.004428942854725757,-0.05299311553275632,0.7972097138506362,1.15
TSLA,240.0,0.1,200.0,0.45,0.0,1.5172621568202231,0.11584447719617469,0.00685561698912951,-0.07725556567567894,0.1234011058043312,1.2
TSLA,240.0,0.2,200.0,0.45,0.0,4.519091008421114,0.21609081974608724,0.007280862116165506,-0.08290814528571569,0.2621110361819582,1.2
TSLA,240.0,0.30000000000000004,200.0,0.45,0.0,7.46179515914627,0.27688010474083957,0.0067915661104347895,-0.07798391030970228,0.36674456996347876,1.2
TSLA,240.0,0.4,200.0,0.45,0.0,10.207920004219233,0.3191057021455972,0.0062752162149933835,-0.07256682213485262,0.4518155674795236,1.2
TSLA,240.0,0.5,200.0,0.45,0.0,12.767374701210706,0.351061809606811,0.0058266639003240715,-0.06779969463209731,0.5243997510291666,1.2
TSLA,240.0,0.6,200.0,0.45,0.0,15.165857324351457,0.37662865000266227,0.005446715596722728,-0.0637325907404128,0.5882452844460547,1.2
TSLA,240.0,0.7000000000000001,200.0,0.45,0.0,17.427035447280858,0.397885423180936,0.0051235602113654235,-0.060255944766597506,0.6455685866320434,1.2
TSLA,240.0,0.8,200.0,0.45,0.0,19.570326802302098,0.41606010473772903,0.004845790699921215,-0.05725557867831724,0.697793860788655,1.2
TSLA,240.0,0.9,200.0,0.45,0.0,21.611341538027673,0.4319319612646179,0.004604289961779094,-0.05463801468357054,0.7458949738082131,1.2
TSLA,240.0,1.0,200.0,0.45,0.0,23.562668803284126,0.44602346429128836,0.004392057750331672,-0.0523306147121719,0.7905703950597011,1.2
TSLA,250.0,0.1,200.0,0.45,0.0,0.8211746057304197,0.06905218823313419,0.004668427833829883,-0.0525121040762437,0.08403170100893789,1.25
TSLA,250.0,0.2,200.0,0.45,0.0,3.1393487393181765,0.16150042415385707,0.0060820858304471564,-0.06908400639764398,0.21895508989609763,1.25
TSLA,250.0,0.30000000000000004,200.0,0.45,0.0,5.68704791780582,0.224297893788087,0.00607325545446645,-0.06953461700653522,0.32795579454118845,1.25
TSLA,250.0,0.4,200.0,0.45,0.0,8.1810380282269,0.2697283113089455,0.005805922704054502,-0.06692953270162187,0.4180264346919242,1.25
TSLA,250.0,0.5,200.0,0.45,0.0,10.567268163778614,0.30476427659567773,0.005502209042795233,-0.06381276264774749,0.495198813851571,1.25
TSLA,250.0,0.6,200.0,0.45,0.0,12.840789113521055,0.33306677182488875,0.00521396598412707,-0.060800037097928125,0.5631083262857236,1.25
TSLA,250.0,0.7000000000000001,200.0,0.45,0.0,15.008790970769091,0.356716249726037,0.00495257797019077,-0.05804008207879832,0.624024824244037,1.25
TSLA,250.0,0.8,200.0,0.45,0.0,17.081012960024474,0.3769860474781063,0.004718387625547355,-0.055550120038845824,0.679447818078819,1.25
TSLA,250.0,0.9,200.0,0.45,0.0,19.06698526133512,0.3947036924784023,0.004508756555702174,-0.0533094222336458,0.7304185620237523,1.25
TSLA,250.0,1.0,200.0,0.45,0.0,20.975272993932556,0.41043345422688604,0.004320502768913015,-0.051288396085278375,0.7776904984043428,1.25
TSLA,260.0,0.1,200.0,0.45,0.0,0.4285121764920241,0.039331040149738095,0.0029865965144221696,-0.03354649260405178,0.05375873725959906,1.3
TSLA,260.0,0.2,200.0,0.45,0.0,2.1504055737463084,0.118365086601331,0.004922151582459893,-0.05579497573669307,0.17719745696855618,1.3
TSLA,260.0,0.30000000000000004,200.0,0.45,0.0,4.301728809079936,0.17960156331120558,0.005315647417018938,-0.060714366345177864,0.28704496051902273,1.3
TSLA,260.0,0.4,200.0,0.45,0.0,6.526182661443514,0.2261932181215987,0.005284719692268115,-0.0607599012957353,0.3804998178433042,1.3
TSLA,260.0,0.5,200.0,0.45,0.0,8.71961724739105,0.2630386679468676,0.005127402926875629,-0.05929792926215328,0.46146626341880664,1.3
TSLA,260.0,0.6,200.0,0.45,0.0,10.849657987165855,0.293227646307835,0.004935543566782415,-0.057383202386183045,0.533038705212501,1.3
TSLA,260.0,0.7000000000000001,200.0,0.45,0.0,12.907712501129964,0.3186694291823991,0.004740889769269965,-0.05538938912945302,0.5973521109280157,1.3
TSLA,260.0,0.8,200.0,0.45,0.0,14.893849583060259,0.34059096371182856,0.004554791034949537,-0.05345586453351161,0.6558899090327334,1.3
TSLA,260.0,0.9,200.0,0.45,0.0,16.811344125534227,0.3598155259173835,0.0043809434029588945,-0.051632482200390066,0.7097128312793408,1.3
TSLA,260.0,1.0,200.0,0.45,0.0,18.664530258615926,0.37691727056621793,0.004220014619569372,-0.04993270598999592,0.7596026315224869,1.3
TSLA,270.0,0.1,200.0,0.45,0.0,0.2162941492085375,0.021499778554715965,0.0018086665342699766,-0.020292527931583832,0.03255599761685958,1.35
TSLA,270.0,0.2,200.0,0.45,0.0,1.4543330048496248,0.08522918131780044,0.003873940676844463,-0.043839150154504895,0.13946186436640068,1.35
TSLA,270.0,0.30000000000000004,200.0,0.45,0.0,3.2317939359601233,0.14230857596036034,0.004565547086558686,-0.05204127157721896,0.24653954267416914,1.35
TSLA,270.0,0.4,200.0,0.45,0.0,5.184563753925275,0.18833503648323308,0.0047416331989417245,-0.054392502264571006,0.34139759032380423,1.35
TSLA,270.0,0.5,200.0,0.45,0.0,7.175737881946304,0.2258416273407191,0.0047226422538677775,-0.05448370652024232,0.42503780284810005,1.35
TSLA,270.0,0.6,200.0,0.45,0.0,9.150858366024814,0.25711922607277315,0.00462605004687694,-0.05364647240225262,0.49961340506270957,1.35
TSLA,270.0,0.7000000000000001,200.0,0.45,0.0,11.087393730752375,0.28377498980164045,0.004499404162310497,-0.052427229977942545,0.5669249244511226,1.35
TSLA,270.0,0.8,200.0,0.45,0.0,12.976398488692091,0.30691378719510076,0.004363434525016849,-0.05106859453513644,0.6283345716024262,1.35
TSLA,270.0,0.9,200.0,0.45,0.0,14.81510341518328,0.3273090468391101,0.004227554406871415,-0.04968364237501919,0.6848638139131691,1.35
TSLA,270.0,1.0,200.0,0.45,0.0,16.603647157686694,0.3455161111712229,0.004096045418135635,-0.04832596012323419,0.7372881752644144,1.35
TSLA,280.0,0.1,200.0,0.45,0.0,0.10593211415896109,0.011325211719083073,0.0010436674026719852,-0.011698726535382719,0.018786013248095732,1.4
TSLA,280.0,0.2,200.0,0.45,0.0,0.9723197914018993,0.06039756700592924,0.002974974891298653,-0.03361860871768555,0.10709909608675153,1.4
TSLA,280.0,0.30000000000000004,200.0,0.45,0.0,2.413228811299817,0.11169641973314864,0.003856547982151904,-0.04388367241211455,0.2082535910362029,1.4
TSLA,280.0,0.4,200.0,0.45,0.0,4.103675613200391,0.15580936063047474,0.004200699885712666,-0.04809314648601147,0.30245039177131194,1.4
TSLA,280.0,0.5,200.0,0.45,0.0,5.891388754785666,0.19299724302635357,0.0043051810569612265,-0.04956203966493881,0.38746629512651043,1.4
TSLA,280.0,0.6,200.0,0.45,0.0,7.7061964234769675,0.22464880357838318,0.004298251406131366,-0.04973257391966035,0.4642111518621876,1.4
TSLA,280.0,0.7000000000000001,200.0,0.45,0.0,9.514204976838322,0.2519843773374002,0.004237866671041482,-0.04926305048638585,0.5339712005512267,1.4
TSLA,280.0,0.8,200.0,0.45,0.0,11.298577206778326,0.2759305739373361,0.004151966532780312,-0.04847456221746313,0.597883180720365,1.4
TSLA,280.0,0.9,200.0,0.45,0.0,13.051008691333045,0.2971744616548554,0.004054735697834784,-0.04753248561376339,0.656867183049235,1.4
TSLA,280.0,1.0,200.0,0.45,0.0,14.767673362690644,0.3162284404654497,0.003953634158643722,-0.046525420923602914,0.7116541485558701,1.4
TSLA,290.0,0.1,200.0,0.45,0.0,0.05048744081839707,0.005770498840189986,0.000577107372502656,-0.0064639920689867104,0.010387932705047809,1.45
TSLA,290.0,0.2,200.0,0.45,0.0,0.6433693051799825,0.042190355850274586,0.0022355950475039556,-0.02523302460188636,0.08048142171014241,1.45
TSLA,290.0,0.30000000000000004,200.0,0.45,0.0,1.7922333405766828,0.08692629212547998,0.0032100639444603896,-0.03647293007330127,0.1733434530008611,1.45
TSLA,290.0,0.4,200.0,0.45,0.0,3.2376564058487958,0.12816050415616287,0.0036799265860078634,-0.04205915496394389,0.26495471419256617,1.45
TSLA,290.0,0.5,200.0,0.45,0.0,4.827091979249296,0.16423863587682558,0.0038889329323396615,-0.04468655090382999,0.3500039639105696,1.45
TSLA,290.0,0.6,200.0,0.45,0.0,6.481143418947738,0.19565082421280516,0.003962888642256008,-0.045760765560572875,0.4279919733636489,1.45
TSLA,290.0,0.7000000000000001,200.0,0.45,0.0,8.157485736603647,0.22319027556151566,0.003964705480475348,-0.04599087283134013,0.49955289053989377,1.45
TSLA,290.0,0.8,200.0,0.45,0.0,9.832802458411834,0.24756932208958,0.003927129083385719,-0.04574929870384177,0.5655065880075436,1.45
TSLA,290.0,0.9,200.0,0.45,0.0,11.493970714639929,0.2693620981274138,0.0038679807931709877,-0.04524079778235441,0.6266128884937,1.45
TSLA,290.0,1.0,200.0,0.45,0.0,13.133576383572425,0.28901917903697605,0.003797332089042349,-0.04458246616191224,0.6835197760276227,1.45
TSLA,300.0,0.1,200.0,0.45,0.0,0.023479929853695403,0.0028538925989664565,0.00030732194307287136,-0.0034399995650518382,0.005531794975311684,1.5
TSLA,300.0,0.2,200.0,0.45,0.0,0.42177930306873357,0.029094384700907916,0.0016480466525782965,-0.01858227642653249,0.05932967949281868,1.5
TSLA,300.0,0.30000000000000004,200.0,0.45,0.0,1.3246354961713607,0.06713499454962946,0.0026373626478270883,-0.02992703011499945,0.1424175829826628,1.5
