spot,time,delta,gamma,theta
86.36363636363636,1.314102564102564,0.3686958603508295,0.015102402395577162,-0.010219621083452516
86.36363636363636,1.3512820512820514,0.37220522477788803,0.014933784242135243,-0.01011268831774847
86.36363636363636,1.3884615384615384,0.37560171509196505,0.014769793570109612,-0.010008521998727354
86.36363636363636,1.4256410256410257,0.37889174746750093,0.014610246896802508,-0.009907018120260793
86.36363636363636,1.462820512820513,0.3820812252325253,0.014454967699825575,-0.009808075983638509
86.36363636363636,1.5,0.38517559070923807,0.014303786578405272,-0.009711598420687511
87.27272727272727,0.05,0.008231314859384562,0.004606603512369555,-0.0030229296088277644
87.27272727272727,0.08717948717948718,0.0362549704253738,0.012344050889037846,-0.008131283109743122
87.27272727272727,0.12435897435897436,0.06856249915098904,0.017169176748128175,-0.011347641726644436
87.27272727272727,0.16153846153846152,0.09862528525335036,0.019803096463186003,-0.013127935269619688
87.27272727272727,0.19871794871794873,0.12524108934135045,0.021180931196963182,-0.014079907023780746
87.27272727272727,0.2358974358974359,0.1485870956861828,0.0218467859921216,-0.014559262267942907
87.27272727272727,0.27307692307692305,0.1691237550681206,0.022099716804226403,-0.014762387677784563
87.27272727272727,0.31025641025641026,0.18730969127177882,0.02210764292568989,-0.014800040453804068
87.27272727272727,0.3474358974358974,0.20353640726902716,0.0219680709700948,-0.014736837705914108
87.27272727272727,0.3846153846153846,0.21812326134740057,0.02173946710486096,-0.014611728157841262
87.27272727272727,0.4217948717948718,0.23132752492491426,0.02145785941159163,-0.014448857231625848
87.27272727272727,0.45897435897435895,0.2433564695739218,0.021145940346424672,-0.01426354023686692
87.27272727272727,0.4961538461538461,0.2543779764719012,0.020818238843607006,-0.014065665653818064
87.27272727272727,0.5333333333333333,0.2645290458639885,0.020484157722707133,-0.013861699399976252
87.27272727272727,0.5705128205128206,0.2739224052054256,0.020149810863556772,-0.013655900708789739
87.27272727272727,0.6076923076923078,0.2826515879103148,0.01981916372745833,-0.013451079344873112
87.27272727272727,0.6448717948717949,0.2907948344309408,0.019494757739734747,-0.01324907818682665
87.27272727272727,0.6820512820512821,0.29841810114129785,0.01917817962627488,-0.013051087070102078
87.27272727272727,0.7192307692307692,0.3055773960304447,0.018870370810999695,-0.012857850533004518
87.27272727272727,0.7564102564102565,0.312320605456291,0.01857183444588584,-0.012669807464649335
87.27272727272727,0.7935897435897437,0.3186889341905554,0.018282775719014092,-0.012487186232736177
87.27272727272727,0.8307692307692308,0.3247180496791817,0.01800319796447929,-0.012310070223479753
87.27272727272727,0.867948717948718,0.33043899839059826,0.017732969070700478,-0.012138443427340601
87.27272727272727,0.9051282051282051,0.3358789451998324,0.017471867673506176,-0.011972222390766686
87.27272727272727,0.9423076923076923,0.3410617743084556,0.017219615435694835,-0.011811278743808587
87.27272727272727,0.9794871794871796,0.34600858100417503,0.016975899656435103,-0.011655455146656122
87.27272727272727,1.0166666666666666,0.3507380767301243,0.016740389103102382,-0.011504576599211197
87.27272727272727,1.0538461538461539,0.3552669248217826,0.016512745059282626,-0.011358458458230332
87.27272727272727,1.0910256410256411,0.35961002041828083,0.01629262897685107,-0.01121691210146511
87.27272727272727,1.1282051282051282,0.36378072513277976,0.016079707706922856,-0.011079748901263262
87.27272727272727,1.1653846153846155,0.3677910648336086,0.015873656999746636,-0.010946782978667132
87.27272727272727,1.2025641025641025,0.3716518971694492,0.0156741637654452,-0.010817833075415022
87.27272727272727,1.2397435897435898,0.37537305414036365,0.015480927448349552,-0.010692723787108808
87.27272727272727,1.276923076923077,0.37896346397794445,0.015293660769156128,-0.01057128633393062
87.27272727272727,1.314102564102564,0.38243125578264014,0.015112090018877443,-0.010453358997413632
87.27272727272727,1.3512820512820514,0.38578384972242946,0.014935955038115997,-0.010338787317258227
87.27272727272727,1.3884615384615384,0.3890280350854499,0.01476500897876459,-0.01022742411714766
87.27272727272727,1.4256410256410257,0.39217003807042905,0.014599017918792489,-0.010119129410251958
87.27272727272727,1.462820512820513,0.39521558087037223,0.014437760381493461,-0.01001377022171639
87.27272727272727,1.5,0.39816993333975775,0.014281026796456348,-0.009911220355568197
88.18181818181819,0.05,0.01344430276808129,0.006990369464053371,-0.004685113690422536
88.18181818181819,0.08717948717948718,0.04890764831170733,0.015564990377763942,-0.010473578396162963
88.18181818181819,0.12435897435897436,0.08548797344353394,0.020095718394511068,-0.013569243194258559
88.18181818181819,0.16153846153846152,0.11774445153933215,0.02226565142387064,-0.015081098647477326
88.18181818181819,0.19871794871794873,0.14542677767979198,0.023223406658191045,-0.015774101395443416
88.18181818181819,0.2358974358974359,0.16922373179082936,0.023544508559645214,-0.016033523734335066
88.18181818181819,0.27307692307692305,0.1898654967848643,0.02352049531417015,-0.01605546474033317
88.18181818181819,0.31025641025641026,0.20795784738418635,0.02330581170260801,-0.01594434437813698
88.18181818181819,0.3474358974358974,0.223975755351561,0.022985892305634203,-0.01575826407377791
88.18181818181819,0.3846153846153846,0.23828757407531945,0.022609698896930444,-0.015530752524570165
88.18181818181819,0.4217948717948718,0.25118013739334166,0.022206045848281536,-0.015281708835677674
88.18181818181819,0.45897435897435895,0.2628789250922221,0.021792191431835747,-0.015023178720389382
88.18181818181819,0.4961538461538461,0.273563185958841,0.02137855569069948,-0.014762536532132874
88.18181818181819,0.5333333333333333,0.28337705936091273,0.020971408677436038,-0.014504304581576023
88.18181818181819,0.5705128205128206,0.29243774230821995,0.020574451474212028,-0.014251227129334972
88.18181818181819,0.6076923076923078,0.30084152373101924,0.020189771446141872,-0.014004921990618042
88.18181818181819,0.6448717948717949,0.30866828488911013,0.019818432724873467,-0.013766285201616891
88.18181818181819,0.6820512820512821,0.3159848916692457,0.01946084824709167,-0.013535747336381595
88.18181818181819,0.7192307692307692,0.32284777971912737,0.019117017862027432,-0.0133134385542515
88.18181818181819,0.7564102564102565,0.32930494578345343,0.01878668262634684,-0.013099296314129191
88.18181818181819,0.7935897435897437,0.3353974975985039,0.018469425711135527,-0.01289313641345979
88.18181818181819,0.8307692307692308,0.3411608721336753,0.018164738778161993,-0.012694700193573804
88.18181818181819,0.867948717948718,0.34662580208544924,0.017872065730586164,-0.012503686044852871
88.18181818181819,0.9051282051282051,0.3518190893759986,0.017590831478146805,-0.012319770449647766
88.18181818181819,0.9423076923076923,0.35676422929373636,0.01732046069114426,-0.012142621986474336
88.18181818181819,0.9794871794871796,0.3614819180067268,0.017060389823359227,-0.011971910562671627
88.18181818181819,1.0166666666666666,0.3659904682325031,0.016810074590978365,-0.011807313394400174
88.18181818181819,1.0538461538461539,0.37030615200049694,0.0165689943797243,-0.011648518761865855
88.18181818181819,1.0910256410256411,0.37444348510055836,0.016336654579124286,-0.011495228241450023
88.18181818181819,1.1282051282051282,0.37841546455654396,0.016112587526106344,-0.011347157897253907
88.18181818181819,1.1653846153846155,0.38223376800382486,0.01589635252605728,-0.011204038765813417
88.18181818181819,1.2025641025641025,0.38590892197448917,0.015687535273581334,-0.011065616865871881
88.18181818181819,1.2397435897435898,0.3894504446535793,0.015485746895021782,-0.010931652894780092
88.18181818181819,1.276923076923077,0.3928669675548236,0.015290622765591821,-0.010801921724218067
88.18181818181819,1.314102564102564,0.3961663396952485,0.015101821205893207,-0.010676211773761173
88.18181818181819,1.3512820512820514,0.39935571716597146,0.014919022129090595,-0.010554324316806769
88.18181818181819,1.3884615384615384,0.40244164045767694,0.01474192568658834,-0.010436072756449094
88.18181818181819,1.4256410256410257,0.40543010147103614,0.014570250943670428,-0.01032128189692313
88.18181818181819,1.462820512820513,0.40832660179995656,0.014403734605107715,-0.010209787227768061
88.18181818181819,1.5,0.4111362036002898,0.014242129802750093,-0.010101434231868453
89.0909090909091,0.05,0.021195016413131536,0.010210958340627288,-0.006988531078107032
89.0909090909091,0.08717948717948718,0.06468178867764943,0.019203442994674642,-0.013197769138229997
89.0909090909091,0.12435897435897436,0.10514379924386116,0.023165843586972493,-0.015978203059526026
89.0909090909091,0.16153846153846152,0.13911306175389043,0.024743839676548238,-0.017121077844873944
89.0909090909091,0.19871794871794873,0.16745251829538116,0.02522314411413152,-0.017503058585192084
89.0909090909091,0.2358974358974359,0.19137445721261262,0.025173499294356774,-0.01751467684641895
89.0909090909091,0.27307692307692305,0.21186429116955946,0.024862110744616382,-0.01734011724583707
89.0909090909091,0.31025641025641026,0.2296590639050457,0.024422081831682773,-0.01707173005700571
89.0909090909091,0.3474358974358974,0.24530444490609635,0.02392292371987388,-0.016758133596855372
89.0909090909091,0.3846153846153846,0.2592082189032498,0.023402133227539056,-0.01642582711250874
89.0909090909091,0.4217948717948718,0.2716797354889467,0.022880283976179836,-0.01608955446808844
89.0909090909091,0.45897435897435895,0.28295747901435564,0.02236865310089731,-0.015757560775633905
89.0909090909091,0.4961538461538461,0.29322818772494985,0.021873260012707063,-0.01543438730719358
89.0909090909091,0.5333333333333333,0.30264021570512534,0.021397089402334816,-0.015122416885158972
89.0909090909091,0.5705128205128206,0.311312996802698,0.020941354145562443,-0.014822756441760579
89.0909090909091,0.6076923076923078,0.319343849884781,0.020506231279514352,-0.014535754504925806
89.0909090909091,0.6448717948717949,0.32681294773473596,0.02009129950131353,-0.014261311069638504
89.0909090909091,0.6820512820512821,0.3337869990668092,0.019695803018026314,-0.013999066143164604
89.0909090909091,0.7192307692307692,0.34032201523775407,0.019318812082713365,-0.013748515737827151
89.0909090909091,0.7564102564102565,0.3464654164340064,0.01895932091611661,-0.013509083633224657
89.0909090909091,0.7935897435897437,0.3522576545480685,0.0186163071144472,-0.013280165744111469
89.0909090909091,0.8307692307692308,0.35773347776233966,0.01828876710132261,-0.013061157308333009
89.0909090909091,0.867948717948718,0.36292292624665184,0.01797573656870758,-0.012851469201799762
89.0909090909091,0.9051282051282051,0.36785212374228154,0.017676301482191185,-0.01265053733384223
89.0909090909091,0.9423076923076923,0.37254391253699004,0.017389603166800695,-0.0124578276324891
89.0909090909091,0.9794871794871796,0.37701836707488107,0.017114839711347928,-0.012272838229169254
89.0909090909091,1.0166666666666666,0.3812932126331098,0.016851265124983143,-0.012095099883281508
89.0909090909091,1.0538461538461539,0.38538416909129497,0.016598187167569476,-0.011924175322837474
89.0909090909091,1.0910256410256411,0.38930523511132215,0.016354964446293575,-0.011759657941774386
89.0909090909091,1.1282051282051282,0.39306892454939546,0.01612100315762684,-0.011601170140786229
89.0909090909091,1.1653846153846155,0.3966864643013372,0.01589575371473805,-0.011448361497483678
89.0909090909091,1.2025641025641025,0.4001679607992768,0.015678707409530233,-0.011300906884951547
89.0909090909091,1.2397435897435898,0.4035225408647543,0.0154693931989361,-0.011158504613548566
89.0909090909091,1.276923076923077,0.4067584714591935,0.01526737466619721,-0.011020874641468023
89.0909090909091,1.314102564102564,0.4098832619702663,0.015072247182575861,-0.01088775688017259
89.0909090909091,1.3512820512820514,0.41290375196796203,0.014883635278712733,-0.010758909608048811
89.0909090909091,1.3884615384615384,0.4158261868100825,0.014701190224614264,-0.010634107997316745
89.0909090909091,1.4256410256410257,0.4186562830383568,0.014524587811013451,-0.010513142753917295
89.0909090909091,1.462820512820513,0.42139928515715996,0.014353526321247357,-0.01039581886680271
89.0909090909091,1.5,0.42406001510708674,0.014187724680930507,-0.010281954461109133
90.0,0.05,0.03229579265451554,0.014373565165518206,-0.010044186148721346
90.0,0.08717948717948718,0.08393082475943404,0.023196671546734583,-0.016280114542086437
90.0,0.12435897435897436,0.12763124995116543,0.026313408558357225,-0.018536212788022897
90.0,0.16153846153846152,0.16272295348047763,0.027187987964764255,-0.01921515992463234
90.0,0.19871794871794873,0.19126335281732074,0.027144739966274457,-0.019241217910632814
90.0,0.2358974358974359,0.21496525986890072,0.026708586866461114,-0.01898296898011665
90.0,0.27307692307692305,0.23503985762615134,0.02610650635733799,-0.018600951030323498
90.0,0.31025641025641026,0.25233283370553705,0.0254433663173893,-0.018170035291397473
90.0,0.3474358974358974,0.26744458622851164,0.0247695996006799,-0.01772669825456042
90.0,0.3846153846153846,0.2808111902463752,0.024109740593497294,-0.017289031331789877
90.0,0.4217948717948718,0.29275666706694387,0.02347539979600712,-0.016865877376604447
90.0,0.45897435897435895,0.30352689583901943,0.022871528501541182,-0.016461263853253836
90.0,0.4961538461538461,0.31331202264213276,0.02229959010208476,-0.016076660021384515
90.0,0.5333333333333333,0.32226159567529017,0.02175922486594583,-0.015712170180593187
90.0,0.5705128205128206,0.3304950141314721,0.021249147331958686,-0.015367182521363298
90.0,0.6076923076923078,0.3381088931178954,0.02076763829027172,-0.0150407288562783
90.0,0.6448717948717949,0.3451823555545981,0.020312816227382242,-0.014731686096727847
90.0,0.6820512820512821,0.35178090209889945,0.019882786059240466,-0.014438889009769397
90.0,0.7192307692307692,0.35795928706359625,0.019475718467167263,-0.014161192334252478
90.0,0.7564102564102565,0.36376368723729663,0.019089889613249835,-0.013897503642523455
90.0,0.7935897435897437,0.36923335953565467,0.018723698197830874,-0.013646799211060925
90.0,0.8307692307692308,0.37440192360540164,0.018375669670469802,-0.013408130049550174
90.0,0.867948717948718,0.379298365474523,0.01804445332984154,-0.01318062230845834
90.0,0.9051282051282051,0.38394783109547664,0.017728815683725717,-0.012963474575907755
90.0,0.9423076923076923,0.3883722597882056,0.017427632049122805,-0.012755953562001893
90.0,0.9794871794871796,0.3925908943698492,0.01713987754510927,-0.012557389061478942
90.0,1.0166666666666666,0.39662069535430133,0.01686461813533142,-0.01236716871809303
90.0,1.0538461538461539,0.4004766798298444,0.01660100207913517,-0.012184732890525405
90.0,1.0910256410256411,0.4041722006837683,0.016348251971652086,-0.01200956978336932
90.0,1.1282051282051282,0.40771917820166764,0.016105657446925548,-0.01184121092399156
90.0,1.1653846153846155,0.41112829335682133,0.0158725685561614,-0.011679227016349358
90.0,1.2025641025641025,0.41440915006497236,0.015648389798246364,-0.011523224173568655
90.0,1.2397435897435898,0.4175704121312748,0.015432574761245025,-0.011372840514493734
90.0,1.276923076923077,0.42061991943060484,0.015224621325142363,-0.011227743100653982
90.0,1.314102564102564,0.4235647869473906,0.01502406737360106,-0.011087625186124264
90.0,1.3512820512820514,0.4264114895894859,0.014830486963441024,-0.01095220375167234
90.0,1.3884615384615384,0.42916593513316864,0.014643486903370804,-0.010821217295190503
90.0,1.4256410256410257,0.4318335272167125,0.014462703697252229,-0.010694423851946811
90.0,1.462820512820513,0.4344192199510149,0.014287800811284295,-0.010571599220196053
90.0,1.5,0.4369275654370712,0.014118466228608649,-0.010452535369875768
90.9090909090909,0.05,0.047627571871839774,0.019519158516467298,-0.013924483129828653
90.9090909090909,0.08717948717948718,0.10693691835181943,0.027450847051845723,-0.019671536792913606
90.9090909090909,0.12435897435897436,0.1529870429689033,0.029463026144473804,-0.02119466579745112
90.9090909090909,0.16153846153846152,0.18851987165231032,0.029546689551444235,-0.02132650685090978
90.9090909090909,0.19871794871794873,0.2167723916613162,0.02895354104203754,-0.02096143788084311
90.9090909090909,0.2358974358974359,0.23989987130015653,0.02812609112068097,-0.0204181679863816
90.9090909090909,0.27307692307692305,0.2592962016995054,0.027237234722032155,-0.019822583670624103
90.9090909090909,0.31025641025641026,0.2758874204689252,0.026358087063712326,-0.019227327210645052
90.9090909090909,0.3474358974358974,0.29031019337009734,0.02551769663611291,-0.018654528604010682
90.9090909090909,0.3846153846153846,0.3030166169704984,0.024726659148511815,-0.018112790672204348
90.9090909090909,0.4217948717948718,0.31433703065062935,0.023987225473448257,-0.01760450459819734
90.9090909090909,0.45897435897435895,0.3245188798932109,0.023297884957304952,-0.017129192972980326
90.9090909090909,0.4961538461538461,0.3337515580700847,0.022655526383007118,-0.01668510217881738
90.9090909090909,0.5333333333333333,0.3421827751730549,0.022056478320994187,-0.016269979909338622
90.9090909090909,0.5705128205128206,0.34992964387953257,0.021497009735995564,-0.015881457209429035
90.9090909090909,0.6076923076923078,0.3570863748348465,0.020973563179962237,-0.01551723265253927
90.9090909090909,0.6448717948717949,0.36372973702093575,0.020482853368722062,-0.015175155605334893
90.9090909090909,0.6820512820512821,0.3699230093166963,0.020021897897230655,-0.014853257676939562
90.9090909090909,0.7192307692307692,0.37571889116022955,0.01958801439347102,-0.014549757816048253
90.9090909090909,0.7564102564102565,0.38116168092843694,0.019178801967095368,-0.0142630544731536
90.9090909090909,0.7935897435897437,0.38628892993593805,0.018792116273497726,-0.01399171194746805
90.9090909090909,0.8307692307692308,0.3911327148333353,0.01842604300362032,-0.013734444680579022
90.9090909090909,0.867948717948718,0.395720628200973,0.018078872199340706,-0.01349010144418603
90.9090909090909,0.9051282051282051,0.40007655822219973,0.017749074501499183,-0.013257650381471918
90.9090909090909,0.9423076923076923,0.40422130853300375,0.017435279748794302,-0.013036165324484438
90.9090909090909,0.9794871794871796,0.4081730955850084,0.01713625798659556,-0.012824813521292356
90.9090909090909,1.0166666666666666,0.41194795114836613,0.016850902766217674,-0.012622844756152033
90.9090909090909,1.0538461538461539,0.41556005063445445,0.01657821653538355,-0.0124295817721859
90.9090909090909,1.0910256410256411,0.41902198288569303,0.01631729789393733,-0.012244411874752168
90.9090909090909,1.1282051282051282,0.42234497339089083,0.01606733048995233,-0.012066779585359025
90.9090909090909,1.1653846153846155,0.42553907015084297,0.015827573346057684,-0.011896180219649987
90.9090909090909,1.2025641025641025,0.42861329937233317,0.015597352426267252,-0.011732154272457426
90.9090909090909,1.2397435897435898,0.43157579662186313,0.015376053275610455,-0.011574282504729375
90.9090909090909,1.276923076923077,0.4344339178908194,0.01516311458624404,-0.011422181639397769
90.9090909090909,1.314102564102564,0.4371943341166284,0.014958022563418903,-0.011275500584997333
90.9090909090909,1.3512820512820514,0.43986311200129624,0.014760305982273316,-0.011133917116600592
90.9090909090909,1.3884615384615384,0.4424457834196313,0.014569531841853943,-0.01099713495323362
90.9090909090909,1.4256410256410257,0.44494740527763077,0.014385301536134015,-0.010864881179362264
90.9090909090909,1.462820512820513,0.44737261133966444,0.014207247473290725,-0.010736903965355574
90.9090909090909,1.5,0.4497256572707652,0.014035030084336477,-0.010612970548142992
91.81818181818181,0.05,0.06806909911967281,0.025598024278109234,-0.01863954042186402
91.81818181818181,0.08717948717948718,0.13388378305957094,0.0318439472723808,-0.02329734044663914
91.81818181818181,0.12435897435897436,0.18117638584010043,0.032533363804154475,-0.023896264912792224
91.81818181818181,0.16153846153846152,0.21640279064093548,0.03176879210100024,-0.0234153916449506
91.81818181818181,0.19871794871794873,0.24386201279434286,0.030616771743455715,-0.022635813634331082
91.81818181818181,0.2358974358974359,0.2660614189301588,0.02940446357193585,-0.021800097371150257
91.81818181818181,0.27307692307692305,0.2845232496773455,0.028239824663000155,-0.02099000113036956
91.81818181818181,0.31025641025641026,0.30022132967239334,0.02715638490988921,-0.02023214548045738
91.81818181818181,0.3474358974358974,0.3138084608968053,0.02616045173596298,-0.019532683386588943
91.81818181818181,0.3846153846153846,0.3257398546101372,0.02524825747889063,-0.018889997382435707
91.81818181818181,0.4217948717948718,0.3363436050877235,0.024412628644181467,-0.018299694336977614
91.81818181818181,0.45897435897435895,0.3458628662118655,0.023645662826741798,-0.017756644938935393
91.81818181818181,0.4961538461538461,0.3544821618257749,0.022939787817209085,-0.017255814532925663
91.81818181818181,0.5333333333333333,0.3623444011664765,0.02228814024353841,-0.016792579016938796
91.81818181818181,0.5705128205128206,0.36956223355352746,0.02168465493192879,-0.016362817557701758
91.81818181818181,0.6076923076923078,0.37622583587264535,0.021124034603548527,-0.015962909930961985
91.81818181818181,0.6448717948717949,0.3824083835265947,0.02060167498581884,-0.015589695871189574
91.81818181818181,0.6820512820512821,0.3881699765205237,0.020113578541189163,-0.015240422354966417
91.81818181818181,0.7192307692307692,0.39356051068095155,0.01965627100196875,-0.014912690296053209
91.81818181818181,0.7564102564102565,0.398621813239031,0.01922672617327943,-0.014604405396075342
91.81818181818181,0.7935897435897437,0.40338925559607786,0.018822300492869558,-0.0143137347569375
91.81818181818181,0.8307692307692308,0.4078929881206293,0.018440677095228782,-0.014039069432640987
91.81818181818181,0.867948717948718,0.41215889743213474,0.018079818438720387,-0.013778992489512126
91.81818181818181,0.9051282051282051,0.41620935703629536,0.017737926355955815,-0.013532251926560896
91.81818181818181,0.9423076923076923,0.4200638220867098,0.017413408408428293,-0.01329773777266021
91.81818181818181,0.9794871794871796,0.42373930517472286,0.017104849535977497,-0.013074462721909529
91.81818181818181,1.0166666666666666,0.4272507603203609,0.01681098812806264,-0.012861545742977537
91.81818181818181,1.0538461538461539,0.4306113954162238,0.016530695778905913,-0.012658198178701226
91.81818181818181,1.0910256410256411,0.4338329283874212,0.016262960110693305,-0.01246371192814965
91.81818181818181,1.1282051282051282,0.43692579869051246,0.016006870154513426,-0.012277449370626175
91.81818181818181,1.1653846153846155,0.43989934308804723,0.01576160386758047,-0.01209883474869921
91.81818181818181,1.2025641025641025,0.44276194263179286,0.015526417439076252,-0.011927346775763785
91.81818181818181,1.2397435897435898,0.4455211462786963,0.01530063609771621,-0.011762512273862618
91.81818181818181,1.276923076923077,0.44818377541651033,0.015083646183974123,-0.01160390068070861
91.81818181818181,1.314102564102564,0.45075601269645116,0.014874888290681856,-0.011451119292183043
91.81818181818181,1.3512820512820514,0.4532434778903424,0.01467385130908713,-0.011303809129048372
91.81818181818181,1.3884615384615384,0.45565129296010054,0.014480067244775331,-0.011161641335079452
91.81818181818181,1.4256410256410257,0.4579841381119115,0.014293106690270646,-0.011024314029009934
91.81818181818181,1.462820512820513,0.46024630027923774,0.014112574859549679,-0.010891549545211742
91.81818181818181,1.5,0.46244171521786936,0.013938108104875504,-0.010763092008366787
92.72727272727272,0.05,0.09440533002039478,0.03245149432369103,-0.024117054601804973
92.72727272727272,0.08717948717948718,0.16483349631451147,0.03623159827574065,-0.02705928950125229
92.72727272727272,0.12435897435897436,0.21208928251861342,0.035440975126111,-0.02657729467378729
92.72727272727272,0.16153846153846152,0.24622505916399923,0.03380540027165532,-0.025440617528799253
92.72727272727272,0.19871794871794873,0.272386051943091,0.03210457957612629,-0.02423653563841266
92.72727272727272,0.2358974358974359,0.29331462407537856,0.030524843940657034,-0.023109169569070095
92.72727272727272,0.27307692307692305,0.3105987865294409,0.029102080176845506,-0.02208890029193057
92.72727272727272,0.31025641025641026,0.3252249472655781,0.02783027800504774,-0.021173729352702664
92.72727272727272,0.3474358974358974,0.3378411304095218,0.026692641489698903,-0.020352864184112515
92.72727272727272,0.3846153846153846,0.3488926216483461,0.02567116885436168,-0.019614118258742545
92.72727272727272,0.4217948717948718,0.35869679613758343,0.024749520519808957,-0.01894621253270064
92.72727272727272,0.45897435897435895,0.36748681219700585,0.023913668541302932,-0.01833936358639554
92.72727272727272,0.4961538461538461,0.375438367413064,0.02315181644793059,-0.017785291452507297
92.72727272727272,0.5333333333333333,0.38268675344591524,0.022454108343674187,-0.017277047736052042
92.72727272727272,0.5705128205128206,0.38933810525350787,0.021812309249631227,-0.016808807960496653
92.72727272727272,0.6076923076923078,0.3954770428251503,0.02121951639010718,-0.016375677679660677
92.72727272727272,0.6448717948717949,0.40117199701070716,0.020669916173575106,-0.0159735264789799
92.72727272727272,0.6820512820512821,0.40647900565992656,0.020158585660884507,-0.015598850952897717
92.72727272727272,0.7192307692307692,0.4114444737208771,0.019681332402871735,-0.015248663388311138
92.72727272727272,0.7564102564102565,0.4161072158573936,0.01923456575869,-0.01492040187465924
92.72727272727272,0.7935897435897437,0.4204999922292469,0.018815193466218474,-0.014611857776122821
92.72727272727272,0.8307692307692308,0.42465067979311466,0.01842053827153997,-0.014321117093127401
92.72727272727272,0.867948717948718,0.42858317724205985,0.018048270443576382,-0.014046512880512898
92.72727272727272,0.9051282051282051,0.432318112422357,0.01769635287660762,-0.013786586462583317
92.72727272727272,0.9423076923076923,0.4358734013116027,0.01736299619553198,-0.013540055660803647
92.72727272727272,0.9794871794871796,0.43926469407664565,0.017046621841520972,-0.01330578863093524
92.72727272727272,1.0166666666666666,0.44250573426364986,0.016745831554583254,-0.013082782206352013
92.72727272727272,1.0538461538461539,0.4456086504686132,0.016459382009787377,-0.012870143878445529
92.72727272727272,1.0910256410256411,0.448584195023838,0.016186163627273792,-0.012667076727266106
92.72727272727272,1.1282051282051282,0.45144194073698785,0.015925182780302288,-0.012472866757376171
92.72727272727272,1.1653846153846155,0.454190444145904,0.01567554678419624,-0.012286872204482454
92.72727272727272,1.2025641025641025,0.4568373818389155,0.015436451172758355,-0.012108514464915416
92.72727272727272,1.2397435897435898,0.45938966495324324,0.015207168865638835,-0.01193727036794388
92.72727272727272,1.276923076923077,0.4618535358744706,0.01498704090639776,-0.011772665564472498
92.72727272727272,1.314102564102564,0.4642346503265682,0.014775468511306922,-0.011614268848097303
92.72727272727272,1.3512820512820514,0.46653814739910493,0.014571906216855604,-0.01146168725826134
92.72727272727272,1.3884615384615384,0.4687687095585659,0.014375855952189688,-0.01131456184225334
92.72727272727272,1.4256410256410257,0.4709306142994008,0.014186861893417106,-0.011172563974484427
92.72727272727272,1.462820512820513,0.47302777878188507,0.014004505981466566,-0.011035392148985535
92.72727272727272,1.5,0.4750637985590024,0.013828404005236656,-0.010902769175263389
93.63636363636364,0.05,0.12722512948133075,0.03980747605450228,-0.030190705299146928
93.63636363636364,0.08717948717948718,0.19970982223107814,0.04045545964777579,-0.03084005669354462
93.63636363636364,0.12435897435897436,0.24554046156352352,0.038104387522449046,-0.029170415628918187
93.63636363636364,0.16153846153846152,0.2777973281409503,0.035611776794581544,-0.027361040338625815
93.63636363636364,0.19871794871794873,0.3021728879788296,0.0333909518185174,-0.025736749129652348
93.63636363636364,0.2358974358974359,0.32150846032324243,0.0314715137277389,-0.02432689627771312
93.63636363636364,0.27307692307692305,0.3373906318284279,0.029814304169846165,-0.02310600606080223
93.63636363636364,0.31025641025641026,0.35078229797698857,0.02837376644206147,-0.022042222273241745
93.63636363636364,0.3474358974358974,0.36230591179672456,0.027110623237440245,-0.021107551549276137
93.63636363636364,0.3846153846153846,0.3723841542947495,0.02599329789333036,-0.020279287478984824
93.63636363636364,0.4217948717948718,0.3813155812360826,0.024996844014416975,-0.019539397424542655
93.63636363636364,0.45897435897435895,0.38931797621562303,0.024101553062405034,-0.018873585376165732
93.63636363636364,0.4961538461538461,0.3965545202399468,0.023291751234242007,-0.01827045348890799
93.63636363636364,0.5333333333333333,0.4031502845341684,0.02255485967247237,-0.01772083702855919
93.63636363636364,0.5705128205128206,0.40920300951132177,0.021880683809514034,-0.017217297096195194
93.63636363636364,0.6076923076923078,0.4147903716321633,0.021260880433501137,-0.016753738080976743
93.63636363636364,0.6448717948717949,0.4199750157721384,0.020688557303380182,-0.01632511912851751
93.63636363636364,0.6820512820512821,0.42480812278723246,0.020157970417685325,-0.015927235344012004
93.63636363636364,0.7192307692307692,0.4293319913575304,0.01966429317996252,-0.015556550579475387
93.63636363636364,0.7564102564102565,0.4335819409752371,0.019203438751040112,-0.015210068514373145
93.63636363636364,0.7935897435897437,0.4375877376910831,0.018771922039476623,-0.014885232351656931
93.63636363636364,0.8307692307692308,0.44137467811504344,0.018366751488081732,-0.01457984607016419
93.63636363636364,0.867948717948718,0.44496442460190483,0.017985343461899304,-0.014292012057033765
93.63636363636364,0.9051282051282051,0.44837565653843026,0.017625453936943446,-0.01402008129692828
93.63636363636364,0.9423076923076923,0.4516245838406395,0.017285123550767546,-0.013762613271311888
93.63636363636364,0.9794871794871796,0.45472535591112845,0.0169626330620338,-0.01351834343010538
93.63636363636364,1.0166666666666666,0.45769039036872544,0.01665646698601013,-0.013286156616797554
93.63636363636364,1.0538461538461539,0.4605306395556396,0.01636528370271662,-0.013065065210664546
93.63636363636364,1.0910256410256411,0.4632558083139122,0.016087890727738297,-0.01285419103421164
93.63636363636364,1.1282051282051282,0.46587453325144307,0.015823224130151792,-0.0126527502872028
93.63636363636364,1.1653846153846155,0.4683945313180421,0.015570331304249114,-0.012460040929798074
