scenario,spot,strike,maturity,vol,price,delta,gamma,theta,vega,moneyness
Normal_Vol,100,110,0.5,0.25,3.7416717106945043,0.34671709684586755,0.020880550396224527,-0.019571980159720573,0.2610068799528066,1.1
Normal_Vol,100,110,1.0,0.25,6.8885622171523195,0.4300524160551361,0.015711776478624845,-0.015430859554349287,0.3927944119656211,1.1
Normal_Vol,100,120,0.1,0.25,0.03347403221759215,0.012500772595979537,0.004093268880970323,-0.0035711742187694065,0.01023317220242581,1.2
Normal_Vol,100,120,0.25,0.25,0.48004218852874914,0.08753805807486392,0.012725678111773959,-0.011348629266598671,0.07953548819858725,1.2
Normal_Vol,100,120,0.5,0.25,1.6797520938388644,0.18769842851233504,0.015235885547530576,-0.013980865886989581,0.1904485693441322,1.2
Normal_Vol,100,120,1.0,0.25,4.19956459348175,0.3000397374261249,0.013908538010239129,-0.013321935099129706,0.3477134502559782,1.2
High_Vol,100,80,0.1,0.5,20.650089797678604,0.9335791611503166,0.008154721928609245,-0.03191112037564005,0.04077360964304622,0.8
High_Vol,100,80,0.25,0.5,22.57744332196951,0.8502658339591351,0.009315324178339426,-0.03532366582028264,0.11644155222924284,0.8
High_Vol,100,80,0.5,0.5,25.56727636054209,0.7984805556515648,0.007954572279938042,-0.030215975161684488,0.19886430699845103,0.8
High_Vol,100,80,1.0,0.5,30.390596838158764,0.7692220032462209,0.006084438168445536,-0.023386793918592292,0.3042219084222768,0.8
High_Vol,100,90,0.1,0.5,12.394144030445986,0.7757938033435637,0.01893014116816015,-0.0684010443459682,0.09465070584080076,0.9
High_Vol,100,90,0.25,0.5,15.550523275954674,0.7144533461192386,0.01359242450355439,-0.04961212837304759,0.16990530629442988,0.9
High_Vol,100,90,0.5,0.5,19.406792540251786,0.6925408915805255,0.009942613150363419,-0.036781403754274765,0.24856532875908552,0.9
High_Vol,100,90,1.0,0.5,25.037310403344755,0.6917162656248019,0.0070387666618792885,-0.02652368397405978,0.35193833309396444,0.9
High_Vol,100,100,0.1,0.5,6.395374442299257,0.536534205629112,0.02512545025577031,-0.08863554449897294,0.12562725127885155,1.0
High_Vol,100,100,0.25,0.5,10.174188145128625,0.5576445641049235,0.015790814668827927,-0.0565762293187457,0.19738518336034908,1.0
High_Vol,100,100,0.5,0.5,14.464846681027971,0.5812377537339383,0.011049026567333137,-0.04023140214524312,0.2762256641833285,1.0
High_Vol,100,100,1.0,0.5,20.551190765500245,0.6140918811988774,0.007650291413258481,-0.028438422503180415,0.38251457066292405,1.0
High_Vol,100,110,0.1,0.5,2.8346181283181267,0.3046445606658448,0.02214209579112511,-0.07734305889773072,0.11071047895562554,1.1
High_Vol,100,110,0.25,0.5,6.360425311163446,0.4066229421024671,0.015518549994502416,-0.05502527361947859,0.1939818749312802,1.1
High_Vol,100,110,0.5,0.5,10.623557737837231,0.47427931299310816,0.011260332070256436,-0.04057945906589045,0.2815083017564109,1.1
High_Vol,100,110,1.0,0.5,16.829720857686716,0.5395815763273805,0.007939541943720324,-0.02922464702781214,0.3969770971860162,1.1
High_Vol,100,120,0.1,0.5,1.0931464605773016,0.14425482348090973,0.014365145028625162,-0.04992624110556637,0.07182572514312581,1.2
High_Vol,100,120,0.25,0.5,3.8251385047323474,0.27951387841865416,0.013453586479800503,-0.04739591256573504,0.1681698309975063,1.2
High_Vol,100,120,0.5,0.5,7.712148439347327,0.3780438975140398,0.010752348902705322,-0.03847200261540489,0.2688087225676331,1.2
High_Vol,100,120,1.0,0.5,13.764870100643833,0.4702493350503571,0.007956649094098439,-0.029071267495098314,0.3978324547049219,1.2
Extreme_Vol,100,80,0.1,1.0,24.08787681024291,0.8078717402042108,0.008640143894535608,-0.12146494634762084,0.08640143894535608,0.8
Extreme_Vol,100,80,0.25,1.0,29.694291401634025,0.7599951938083882,0.006217531758973323,-0.08770894069712523,0.15543829397433306,0.8
Extreme_Vol,100,80,0.5,1.0,36.42931326564574,0.7527812960279547,0.004467336898311295,-0.06332509813232731,0.22336684491556474,0.8
Extreme_Vol,100,80,1.0,1.0,45.87017326016604,0.7713026126236887,0.003026828558056878,-0.04317628643925602,0.3026828558056878,0.8
Extreme_Vol,100,90,0.1,1.0,17.68794365963801,0.6906232171170585,0.01114652117349256,-0.15550710528357303,0.1114652117349256,0.9
Extreme_Vol,100,90,0.25,1.0,24.378303334011044,0.6810800182029156,0.00714208389410733,-0.10023291353496509,0.17855209735268324,0.9
Extreme_Vol,100,90,0.5,1.0,31.907294700849533,0.6973164327109236,0.004936871562608407,-0.06970094461492299,0.24684357813042038,0.9
Extreme_Vol,100,90,1.0,1.0,42.18729595180343,0.7341327647885674,0.003280870135794934,-0.046654439149358184,0.3280870135794934,0.9
Extreme_Vol,100,100,0.1,1.0,12.650892140486206,0.5653069970059891,0.012446246683899244,-0.17290090293342045,0.12446246683899244,1.0
Extreme_Vol,100,100,0.25,1.0,19.942375440736306,0.6025681132017605,0.0077136673838363225,-0.1078756866760833,0.19284168459590806,1.0
Extreme_Vol,100,100,0.5,1.0,27.99530943304636,0.6434498616078745,0.005273109096972879,-0.07422613429977867,0.263655454848644,1.0
Extreme_Vol,100,100,1.0,1.0,38.91040858503915,0.6984682124530338,0.0034849251275897455,-0.04943384627713427,0.3484925127589745,1.0
Extreme_Vol,100,110,0.1,1.0,8.851849854349531,0.4455316749435231,0.012497895222282535,-0.1731602807238705,0.12497895222282537,1.1
Extreme_Vol,100,110,0.25,1.0,16.277581449759197,0.5276562827615296,0.007959665474040747,-0.11103585837460715,0.19899163685101867,1.1
Extreme_Vol,100,110,0.5,1.0,24.61136432197842,0.5920830245335992,0.005490928754169037,-0.07711392474924059,0.2745464377084519,1.1
Extreme_Vol,100,110,1.0,1.0,35.98279015263989,0.6644685971624862,0.003645399049614304,-0.05160623736806492,0.3645399049614304,1.1
Extreme_Vol,100,120,0.1,1.0,6.0844418979208506,0.3401283194765229,0.011588585041359496,-0.16027806303504688,0.11588585041359495,1.2
Extreme_Vol,100,120,0.25,1.0,13.271197392757564,0.45832950139502976,0.007935280076800395,-0.11048667243544351,0.19838200192000988,1.2
Extreme_Vol,100,120,0.5,1.0,21.681981945105797,0.543737381299493,0.005607955471524763,-0.07861263693512516,0.2803977735762382,1.2
Extreme_Vol,100,120,1.0,1.0,33.35707950468237,0.63219723932764,0.003768334754841335,-0.0532573333226529,0.37683347548413354,1.2
